# Tilt Calibration Results
# Generated: 2026-02-25 14:23:40
# Samples collected: 100
#
# Pitch Angle: -165.298123 degrees (-2.884996 radians)
#
# Acceleration Body Frame (raw IMU average, normalized)
accel_body_x,-0.253789
accel_body_y,-0.001694
accel_body_z,0.967258
#
# R_align (Tilt Alignment Matrix - pitch only)
-0.96725944,0.00000000,-0.25378964
0.00000000,1.00000000,0.00000000
0.25378964,0.00000000,-0.96725944
#
# R_flip (Coordinate Flip Matrix)
-1.00000000,0.00000000,0.00000000
0.00000000,1.00000000,0.00000000
0.00000000,0.00000000,-1.00000000
#
# R_map (Final Transformation: R_flip @ R_align)
0.96725944,0.00000000,0.25378964
0.00000000,1.00000000,0.00000000
-0.25378964,0.00000000,0.96725944
#
# Gravity After Correction (should be [0, 0, -1])
gravity_corrected_x,-0.000000
gravity_corrected_y,-0.001694
gravity_corrected_z,0.999999
